Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Remote_Work,Job_Satisfaction,Work_Hours_Per_Week
2019,Canada,Amazon,Mobile Developer,Senior,101450,86,Yes,9,53
2013,Germany,Meta,Data Scientist,Junior,86746,79,No,6,44
2017,Germany,Google,Mobile Developer,Junior,77258,86,Yes,5,45
2011,USA,Microsoft,Frontend Developer,Senior,88734,75,No,9,39
2019,Canada,Google,Data Scientist,Mid,97004,92,Yes,10,35
2013,UK,TCS,Data Scientist,Mid,70510,87,Yes,6,44
2017,UK,TCS,Mobile Developer,Junior,77007,92,Yes,7,48
2017,Germany,Infosys,Full Stack Developer,Junior,78427,93,No,6,49
2013,USA,Accenture,Backend Developer,Senior,75103,63,No,7,53
2011,USA,Amazon,Backend Developer,Senior,71181,60,No,7,44
2013,UK,Meta,Frontend Developer,Mid,69190,54,No,7,51
2015,Canada,Accenture,Mobile Developer,Junior,74681,52,No,7,36
2011,UK,Netflix,Full Stack Developer,Mid,63120,51,Yes,8,48
2011,USA,Netflix,Frontend Developer,Mid,115367,63,Yes,8,50
2017,Germany,TCS,Mobile Developer,Senior,75174,76,Yes,8,51
2011,UK,IBM,Frontend Developer,Senior,63653,59,No,9,36
2019,Canada,Accenture,Data Scientist,Senior,110314,68,Yes,6,39
2013,Germany,Netflix,Data Scientist,Junior,68339,79,No,10,45
2013,Australia,Infosys,Frontend Developer,Senior,93768,88,Yes,10,50
2019,UK,Wipro,Mobile Developer,Junior,84776,84,No,10,44
2013,UK,Meta,Frontend Developer,Mid,73459,60,No,10,49
2011,USA,IBM,Data Scientist,Senior,89598,76,Yes,10,47
2017,India,IBM,Backend Developer,Senior,27705,92,Yes,5,48
2011,Canada,Infosys,Frontend Developer,Senior,61270,67,No,7,43
2015,Australia,IBM,Data Scientist,Senior,78265,63,No,5,43
2015,India,Netflix,Frontend Developer,Junior,30508,93,No,5,42
2017,UK,Microsoft,Mobile Developer,Senior,98029,85,No,5,46
2011,Australia,TCS,Full Stack Developer,Mid,84356,65,Yes,8,51
2019,UK,Google,Backend Developer,Junior,101382,57,Yes,7,46
2013,Germany,Meta,Full Stack Developer,Junior,73148,77,Yes,10,36
2011,USA,TCS,Data Scientist,Junior,114476,64,No,9,51
2013,Australia,Infosys,Data Scientist,Mid,92701,65,No,6,46
2017,Australia,Infosys,Frontend Developer,Mid,108104,77,No,7,50
2011,Germany,Amazon,Frontend Developer,Mid,86622,95,No,5,49
2013,USA,TCS,Data Scientist,Senior,101067,83,No,9,47
2013,Australia,Google,Backend Developer,Mid,79155,78,No,9,51
2011,Australia,Wipro,Full Stack Developer,Mid,97187,94,Yes,6,43
2013,Canada,Google,Full Stack Developer,Senior,75830,65,No,9,36
2017,Germany,Accenture,Mobile Developer,Mid,79032,82,No,9,38
2017,Canada,Accenture,Mobile Developer,Mid,77875,74,Yes,5,50
2015,UK,Infosys,Mobile Developer,Junior,67802,72,Yes,9,52
2011,USA,Wipro,Frontend Developer,Mid,70079,84,Yes,8,55
2013,Germany,Amazon,Data Scientist,Mid,73193,68,Yes,9,42
2013,USA,TCS,Data Scientist,Junior,86994,51,No,8,39
2017,Australia,Wipro,Mobile Developer,Senior,91049,85,No,7,36
2013,UK,Microsoft,Mobile Developer,Junior,67814,77,Yes,8,46
2011,Germany,Meta,Mobile Developer,Junior,85818,80,No,10,43
2013,USA,Google,Frontend Developer,Mid,125014,62,No,8,41
2011,UK,Wipro,Backend Developer,Junior,51988,88,No,9,35
2013,Australia,IBM,Backend Developer,Senior,95544,73,No,8,54
2017,USA,Netflix,Backend Developer,Senior,118072,50,Yes,10,35
2019,UK,Google,Mobile Developer,Junior,79507,72,No,7,42
2019,Canada,Meta,Data Scientist,Mid,101469,94,No,9,46
2011,Canada,IBM,Mobile Developer,Senior,79115,67,No,7,50
2017,USA,Google,Data Scientist,Junior,87573,50,Yes,6,50
2019,USA,Wipro,Backend Developer,Junior,147207,55,Yes,8,37
2019,USA,Accenture,Backend Developer,Senior,116919,86,Yes,8,51
2019,India,Infosys,Full Stack Developer,Senior,34118,88,Yes,7,53
2015,Australia,Accenture,Data Scientist,Mid,91792,92,No,10,37
2011,Germany,Netflix,Mobile Developer,Mid,66522,53,Yes,6,39
2013,UK,IBM,Frontend Developer,Junior,83706,55,Yes,5,43
2017,UK,Accenture,Frontend Developer,Mid,67083,76,No,5,51
2015,Australia,Wipro,Backend Developer,Mid,107277,88,No,7,42
2017,UK,IBM,Full Stack Developer,Senior,69723,79,No,10,49
2013,Australia,Infosys,Backend Developer,Junior,71727,92,Yes,7,48
2011,UK,Netflix,Frontend Developer,Senior,54099,62,No,5,50
2011,Australia,Meta,Data Scientist,Senior,82421,87,No,7,51
2011,USA,IBM,Backend Developer,Junior,82395,81,Yes,8,47
2015,Canada,Google,Full Stack Developer,Mid,93925,69,No,7,37
2015,Germany,Microsoft,Mobile Developer,Senior,102391,71,No,10,44
2013,India,TCS,Full Stack Developer,Mid,28113,86,No,5,51
2011,USA,IBM,Mobile Developer,Senior,96856,55,Yes,6,52
2013,Germany,Netflix,Full Stack Developer,Junior,79854,57,Yes,6,55
2017,Australia,Accenture,Full Stack Developer,Mid,89896,57,Yes,9,54
2019,USA,Accenture,Frontend Developer,Mid,101661,67,No,9,45
2013,India,Infosys,Full Stack Developer,Junior,19032,54,Yes,5,50
2013,Canada,Meta,Frontend Developer,Senior,74652,92,Yes,10,47
2019,Australia,TCS,Mobile Developer,Mid,97455,75,Yes,8,37
2011,Germany,Netflix,Full Stack Developer,Senior,89941,77,Yes,5,38
2019,UK,Google,Mobile Developer,Mid,101245,87,Yes,10,37
2015,USA,Infosys,Backend Developer,Senior,135427,73,No,6,51
2015,UK,TCS,Full Stack Developer,Mid,84611,83,Yes,5,52
2013,Canada,Google,Full Stack Developer,Mid,89618,76,Yes,6,55
2013,Germany,Infosys,Backend Developer,Senior,88610,54,No,10,50
2019,UK,Google,Data Scientist,Junior,88566,77,No,7,54
2015,Germany,Google,Full Stack Developer,Senior,85907,69,No,5,44
2015,UK,Wipro,Mobile Developer,Junior,86804,86,Yes,7,39
2015,Canada,Google,Mobile Developer,Senior,102301,55,No,5,37
2015,Germany,Google,Frontend Developer,Mid,97014,59,No,7,40
2013,India,Google,Full Stack Developer,Senior,26804,50,Yes,7,38
2011,USA,TCS,Frontend Developer,Senior,128213,56,No,8,45
2011,Australia,Wipro,Backend Developer,Junior,96642,74,Yes,7,51
2019,USA,Netflix,Backend Developer,Senior,149303,73,No,7,42
2013,Canada,Amazon,Full Stack Developer,Mid,81501,86,No,8,36
2015,USA,Wipro,Full Stack Developer,Mid,121537,53,Yes,10,38
2015,USA,TCS,Data Scientist,Junior,106785,66,Yes,10,38
2013,India,Microsoft,Mobile Developer,Mid,23395,62,No,9,53
2017,India,Meta,Mobile Developer,Mid,37146,52,No,6,49
2019,Germany,Wipro,Backend Developer,Senior,97009,69,Yes,8,51
2015,USA,Microsoft,Full Stack Developer,Mid,136247,80,Yes,7,42
2017,UK,Infosys,Frontend Developer,Junior,66690,70,No,6,48
2015,UK,Meta,Data Scientist,Mid,84181,64,No,7,40
2017,USA,Infosys,Frontend Developer,Junior,136575,91,Yes,8,45
2017,Canada,IBM,Mobile Developer,Mid,104116,64,No,5,49
2019,Canada,Wipro,Mobile Developer,Senior,83359,88,No,8,39
2013,India,Google,Full Stack Developer,Mid,23646,55,No,5,36
2015,Germany,Amazon,Full Stack Developer,Junior,105491,80,No,6,50
2013,USA,Netflix,Full Stack Developer,Junior,80396,65,Yes,8,43
2015,Australia,TCS,Backend Developer,Senior,92523,50,No,8,48
2015,UK,Wipro,Data Scientist,Mid,66323,89,Yes,10,47
2017,Canada,Netflix,Backend Developer,Junior,101236,56,No,7,40
2017,India,TCS,Full Stack Developer,Senior,30539,53,Yes,7,42
2019,India,Netflix,Full Stack Developer,Junior,36465,52,No,10,36
2017,Germany,Netflix,Full Stack Developer,Senior,102505,59,Yes,6,55
2013,UK,Amazon,Frontend Developer,Junior,87363,82,No,10,55
2013,USA,Infosys,Frontend Developer,Mid,108271,75,No,7,50
2013,Germany,Accenture,Mobile Developer,Junior,82016,58,Yes,7,42
2019,Australia,IBM,Full Stack Developer,Junior,115446,88,Yes,8,43
2011,India,Infosys,Mobile Developer,Senior,22036,85,No,6,46
2019,UK,Netflix,Full Stack Developer,Junior,85233,73,Yes,8,41
2015,UK,Infosys,Mobile Developer,Junior,66597,90,No,10,35
2017,India,Microsoft,Frontend Developer,Junior,39253,57,No,5,35
2015,UK,Microsoft,Backend Developer,Junior,82925,89,Yes,6,54
2013,Australia,Netflix,Mobile Developer,Junior,79051,92,No,5,51
2017,USA,Accenture,Mobile Developer,Junior,120451,76,Yes,8,45
2015,India,Amazon,Full Stack Developer,Junior,31416,55,Yes,8,41
2015,India,Infosys,Backend Developer,Junior,29183,66,No,9,49
2019,USA,Accenture,Backend Developer,Junior,110410,66,Yes,6,39
2019,India,IBM,Data Scientist,Mid,37819,95,Yes,8,40
2019,USA,TCS,Mobile Developer,Junior,111119,70,Yes,6,48
2013,UK,Meta,Mobile Developer,Mid,69369,71,Yes,10,54
2013,Canada,Meta,Full Stack Developer,Mid,78449,57,No,6,52
2013,India,Meta,Backend Developer,Senior,22549,57,Yes,5,36
2019,Australia,Infosys,Data Scientist,Junior,106531,67,Yes,10,47
2011,Germany,Accenture,Data Scientist,Mid,67105,80,Yes,10,54
2011,India,IBM,Data Scientist,Senior,18475,53,No,7,42
2013,India,Infosys,Mobile Developer,Junior,14917,68,No,6,53
2011,Germany,Accenture,Mobile Developer,Mid,98907,95,No,5,46
2019,UK,Meta,Mobile Developer,Junior,98747,89,No,9,51
2017,USA,Meta,Full Stack Developer,Senior,137932,79,No,5,51
2019,USA,TCS,Data Scientist,Junior,108481,86,Yes,6,55
2019,Germany,Wipro,Backend Developer,Junior,89104,60,Yes,10,55
2019,Australia,IBM,Backend Developer,Mid,105518,87,Yes,8,39
2011,Canada,IBM,Backend Developer,Mid,68561,85,Yes,6,36
2017,UK,IBM,Full Stack Developer,Junior,67395,89,Yes,8,53
2013,USA,Netflix,Mobile Developer,Junior,96285,76,Yes,6,45
2013,Germany,Amazon,Backend Developer,Senior,103946,85,No,10,39
2017,Canada,Infosys,Backend Developer,Mid,77428,64,Yes,7,42
2019,Canada,Infosys,Backend Developer,Mid,80721,89,Yes,9,39
2013,Germany,Infosys,Backend Developer,Mid,86374,89,No,7,54
2019,USA,TCS,Mobile Developer,Mid,106569,59,Yes,8,54
2017,USA,Amazon,Mobile Developer,Junior,105989,70,Yes,5,40
2015,USA,Amazon,Data Scientist,Senior,103730,91,Yes,8,55
2013,UK,TCS,Full Stack Developer,Senior,62415,55,Yes,6,48
2017,UK,Infosys,Full Stack Developer,Mid,96422,79,No,5,38
2015,Canada,Infosys,Backend Developer,Mid,80431,85,No,8,48
2011,Australia,IBM,Frontend Developer,Mid,89786,79,No,6,48
2017,Germany,Accenture,Frontend Developer,Junior,91918,94,No,6,43
2017,Canada,Amazon,Data Scientist,Senior,105223,56,No,8,48
2011,Germany,Wipro,Frontend Developer,Junior,88675,50,No,5,35
2015,Canada,TCS,Data Scientist,Senior,83272,95,Yes,5,51
2011,UK,Wipro,Data Scientist,Senior,68598,84,No,5,35
2013,UK,Google,Mobile Developer,Mid,81047,77,Yes,10,55
2015,USA,IBM,Backend Developer,Junior,95921,77,Yes,10,54
2019,USA,TCS,Full Stack Developer,Mid,116973,58,No,7,49
2011,Canada,TCS,Mobile Developer,Senior,79563,55,Yes,7,55
2017,USA,Infosys,Full Stack Developer,Mid,136521,82,No,10,49
2013,USA,IBM,Data Scientist,Mid,104623,78,No,6,39
2015,UK,Microsoft,Full Stack Developer,Senior,82715,63,No,7,55
2017,India,TCS,Data Scientist,Senior,32574,53,No,10,50
2011,India,Infosys,Backend Developer,Senior,23455,62,Yes,9,50
2019,USA,Infosys,Frontend Developer,Junior,118831,61,No,10,55
2011,USA,Accenture,Backend Developer,Junior,74131,94,No,8,48
2019,Canada,IBM,Data Scientist,Senior,84281,93,Yes,10,42
2019,UK,Wipro,Frontend Developer,Senior,106301,56,No,9,41
2019,Canada,Meta,Full Stack Developer,Junior,104451,84,No,6,48
2013,Canada,TCS,Backend Developer,Junior,80440,60,No,6,47
2015,UK,Amazon,Full Stack Developer,Junior,83105,80,No,9,46
2015,UK,Google,Backend Developer,Junior,74443,91,No,6,47
2019,India,Microsoft,Mobile Developer,Junior,36386,70,Yes,6,35
2013,Australia,Netflix,Full Stack Developer,Junior,101446,50,No,8,36
2013,USA,Microsoft,Frontend Developer,Junior,127433,63,Yes,5,44
2015,India,Meta,Full Stack Developer,Mid,28467,53,No,5,42
2011,USA,Netflix,Frontend Developer,Mid,93502,63,No,6,46
2013,Canada,IBM,Full Stack Developer,Junior,65702,94,No,9,44
2019,USA,Wipro,Frontend Developer,Senior,137503,52,No,6,35
2019,Canada,Google,Backend Developer,Senior,113402,84,Yes,6,52
2015,Canada,Meta,Backend Developer,Junior,89286,73,Yes,7,37
2019,Germany,IBM,Full Stack Developer,Mid,81834,87,Yes,9,53
2019,USA,Amazon,Backend Developer,Senior,96203,93,Yes,7,50
2019,USA,Wipro,Backend Developer,Junior,113868,95,No,9,53
2013,India,Amazon,Frontend Developer,Mid,14555,50,No,7,35
2015,India,TCS,Frontend Developer,Junior,29101,72,No,10,53
2013,India,Amazon,Backend Developer,Mid,16208,87,Yes,9,55
2015,UK,Amazon,Frontend Developer,Mid,65705,74,No,6,54
2019,Canada,Netflix,Frontend Developer,Senior,89515,63,Yes,10,47
2015,Australia,Accenture,Full Stack Developer,Junior,95561,73,No,7,40
2013,UK,Meta,Data Scientist,Senior,84730,51,No,8,42
2017,UK,Netflix,Mobile Developer,Senior,72554,66,Yes,5,46
2011,Canada,Netflix,Mobile Developer,Junior,89140,72,No,5,54
2015,Canada,IBM,Data Scientist,Junior,78728,83,No,8,54
2015,Australia,TCS,Mobile Developer,Mid,109023,84,No,10,37
2017,Germany,Wipro,Data Scientist,Junior,105502,73,Yes,9,44
2013,UK,Netflix,Frontend Developer,Mid,94078,93,Yes,10,45
2013,Australia,Infosys,Data Scientist,Junior,95646,60,Yes,8,36
2013,UK,Amazon,Frontend Developer,Mid,77238,75,No,6,43
2013,Germany,IBM,Backend Developer,Mid,73693,68,No,8,35
2019,UK,TCS,Mobile Developer,Junior,98786,63,No,6,44
2015,Germany,Microsoft,Frontend Developer,Senior,81722,53,No,7,37
2011,India,Meta,Backend Developer,Senior,22851,82,Yes,6,41
2017,Australia,Amazon,Full Stack Developer,Junior,92667,78,No,6,54
2017,UK,Microsoft,Frontend Developer,Junior,87354,60,Yes,9,38
2011,UK,Google,Full Stack Developer,Mid,87817,85,Yes,10,45
2015,Australia,Amazon,Backend Developer,Senior,97551,71,Yes,6,41
2015,India,Microsoft,Mobile Developer,Senior,21944,51,Yes,6,43
2015,Australia,Amazon,Data Scientist,Mid,96256,90,No,5,49
2017,Australia,Microsoft,Full Stack Developer,Senior,92779,66,No,7,45
2015,Australia,Infosys,Frontend Developer,Mid,96198,57,No,6,37
2017,Canada,Wipro,Full Stack Developer,Mid,95109,66,No,8,53
2017,India,IBM,Data Scientist,Junior,24087,58,No,5,39
2019,Australia,Infosys,Frontend Developer,Junior,104758,88,Yes,6,47
2017,Canada,Wipro,Full Stack Developer,Senior,99922,57,Yes,6,53
2019,India,IBM,Frontend Developer,Senior,28829,82,Yes,8,49
2017,UK,IBM,Frontend Developer,Mid,95286,91,No,8,40
2011,India,IBM,Backend Developer,Senior,9487,52,No,8,38
2015,Australia,Microsoft,Full Stack Developer,Mid,77067,86,No,8,38
2019,Australia,Google,Data Scientist,Mid,113969,69,Yes,9,37
2011,Germany,IBM,Full Stack Developer,Senior,93240,82,No,5,53
2015,USA,Netflix,Full Stack Developer,Senior,105564,51,No,6,48
2017,Australia,Netflix,Mobile Developer,Mid,114811,71,No,6,52
2013,Canada,Infosys,Frontend Developer,Mid,82606,68,Yes,9,36
2015,UK,Amazon,Backend Developer,Mid,79162,86,Yes,6,54
2015,India,Accenture,Data Scientist,Mid,30621,82,Yes,8,52
2013,India,Google,Data Scientist,Junior,21878,74,Yes,9,43
2015,Australia,Amazon,Data Scientist,Senior,86539,79,No,6,55
2015,UK,TCS,Backend Developer,Mid,63756,64,No,5,38
2011,Canada,Microsoft,Data Scientist,Junior,62392,68,No,10,43
2013,India,Accenture,Backend Developer,Mid,17598,91,Yes,9,42
2017,Australia,Google,Frontend Developer,Junior,112357,71,No,8,42
2011,UK,Wipro,Backend Developer,Junior,71446,76,Yes,7,52
2013,Canada,Meta,Full Stack Developer,Junior,98585,75,No,5,47
2013,USA,Infosys,Data Scientist,Mid,104738,69,Yes,5,41
2011,Canada,Amazon,Backend Developer,Mid,78554,50,No,8,36
2019,Canada,Accenture,Mobile Developer,Junior,105643,57,Yes,9,41
2019,UK,Microsoft,Full Stack Developer,Mid,96284,76,No,6,40
2017,Australia,Netflix,Data Scientist,Junior,86729,50,No,10,53
2011,UK,Meta,Backend Developer,Mid,83070,76,Yes,7,44
2013,UK,IBM,Data Scientist,Mid,59732,62,Yes,9,48
2015,USA,Microsoft,Full Stack Developer,Senior,115329,65,Yes,5,46
2013,USA,Amazon,Data Scientist,Mid,129482,87,No,8,50
2015,Germany,Accenture,Data Scientist,Junior,103787,89,No,7,44
2011,USA,Microsoft,Frontend Developer,Senior,89501,93,No,7,37
2011,India,IBM,Data Scientist,Junior,19677,72,No,6,52
2019,UK,Wipro,Mobile Developer,Mid,71563,63,No,10,40
2019,Australia,Accenture,Data Scientist,Mid,108068,64,No,7,55
2017,USA,Microsoft,Frontend Developer,Senior,126352,66,No,5,43
2013,Australia,Wipro,Full Stack Developer,Junior,76171,72,No,9,54
2015,UK,Accenture,Data Scientist,Mid,64324,81,No,6,51
2019,UK,Wipro,Backend Developer,Senior,84468,89,Yes,6,42
2015,UK,Meta,Data Scientist,Senior,64212,56,No,6,46
2015,Australia,Meta,Full Stack Developer,Mid,85957,59,No,6,35
2011,USA,Meta,Mobile Developer,Mid,120474,94,Yes,10,41
2019,Australia,TCS,Data Scientist,Junior,87888,95,No,8,41
2019,USA,Accenture,Full Stack Developer,Mid,142194,51,Yes,9,36
2019,Germany,Infosys,Full Stack Developer,Mid,108382,74,Yes,7,41
2015,USA,Infosys,Frontend Developer,Mid,95792,64,No,7,35
2017,USA,Microsoft,Frontend Developer,Mid,142363,84,No,7,55
2017,Germany,Infosys,Mobile Developer,Mid,96197,75,No,7,48
2019,USA,IBM,Frontend Developer,Mid,112014,60,No,9,47
2011,Australia,Netflix,Frontend Developer,Junior,69633,93,No,8,39
2015,Australia,TCS,Full Stack Developer,Mid,83629,67,Yes,8,37
2011,Australia,Infosys,Frontend Developer,Senior,85337,70,No,8,43
2015,India,Netflix,Mobile Developer,Mid,25228,90,No,5,53
2015,India,Infosys,Backend Developer,Junior,19457,60,Yes,5,55
2015,Australia,Google,Frontend Developer,Senior,100892,77,Yes,9,44
2019,UK,Microsoft,Full Stack Developer,Senior,103378,95,No,8,53
2011,India,IBM,Mobile Developer,Mid,12383,79,Yes,7,44
2011,UK,Amazon,Frontend Developer,Senior,82230,56,No,7,47
2019,UK,Netflix,Frontend Developer,Junior,104213,78,No,9,46
2017,UK,Microsoft,Data Scientist,Senior,82679,56,No,9,53
2011,Australia,Google,Mobile Developer,Junior,74197,58,Yes,10,52
2013,Canada,Amazon,Full Stack Developer,Senior,95755,74,Yes,7,43
2011,Canada,Accenture,Data Scientist,Senior,82367,70,Yes,8,51
2013,UK,Wipro,Mobile Developer,Mid,71897,62,No,5,44
2011,Australia,Microsoft,Full Stack Developer,Mid,80246,75,Yes,6,37
2011,UK,Accenture,Frontend Developer,Senior,57172,54,Yes,5,53
2017,Germany,Microsoft,Backend Developer,Senior,76791,68,Yes,6,55
2017,India,Infosys,Data Scientist,Mid,35749,88,Yes,7,52
2017,Australia,Infosys,Backend Developer,Junior,108368,57,No,10,45
2017,Canada,Wipro,Mobile Developer,Mid,96800,86,No,7,55
2015,Australia,Netflix,Frontend Developer,Mid,80617,60,No,10,55
2013,USA,Meta,Frontend Developer,Junior,78191,51,No,8,38
2011,India,Accenture,Mobile Developer,Junior,9460,51,Yes,9,41
2017,India,TCS,Backend Developer,Junior,27662,89,No,7,36
2019,USA,TCS,Backend Developer,Junior,105737,52,No,5,47
2013,UK,Netflix,Backend Developer,Mid,73240,85,No,9,46
2019,Canada,Amazon,Full Stack Developer,Junior,114762,91,No,9,52
2019,Australia,TCS,Frontend Developer,Senior,107333,50,Yes,8,47
2011,Germany,Amazon,Backend Developer,Senior,92481,80,Yes,6,40
2011,Australia,IBM,Full Stack Developer,Senior,68867,50,No,8,39
2017,Canada,Accenture,Mobile Developer,Mid,83195,69,Yes,9,51
2015,UK,Accenture,Data Scientist,Mid,72758,82,Yes,5,38
2017,UK,Accenture,Data Scientist,Junior,94173,70,No,8,38
2019,USA,Microsoft,Backend Developer,Junior,95788,61,Yes,5,47
2015,UK,Microsoft,Backend Developer,Senior,99341,76,Yes,7,38
2013,India,Accenture,Frontend Developer,Junior,22813,75,Yes,6,36
2017,India,Google,Frontend Developer,Junior,37617,75,No,5,35
2017,Canada,TCS,Backend Developer,Mid,100824,92,Yes,5,45
2019,India,Amazon,Backend Developer,Mid,31795,54,Yes,8,42
2019,Australia,Wipro,Full Stack Developer,Mid,95774,74,Yes,8,45
2015,India,Meta,Frontend Developer,Mid,23841,67,Yes,8,55
2015,India,Wipro,Mobile Developer,Junior,32899,81,Yes,9,55
2017,Germany,Meta,Backend Developer,Mid,80821,81,No,8,50
2015,Germany,IBM,Data Scientist,Junior,83741,92,Yes,9,50
2013,Australia,Amazon,Data Scientist,Mid,93930,86,No,5,46
2019,Australia,Wipro,Frontend Developer,Mid,103250,91,Yes,10,41
2019,USA,Microsoft,Full Stack Developer,Mid,129039,70,Yes,9,40
2017,UK,Meta,Backend Developer,Mid,70508,95,No,8,35
2019,Canada,TCS,Frontend Developer,Junior,107020,90,No,10,54
2017,Australia,Infosys,Frontend Developer,Mid,109945,70,No,8,36
2015,UK,Netflix,Backend Developer,Mid,91526,71,Yes,7,47
2011,India,Wipro,Backend Developer,Mid,10282,66,Yes,7,46
2019,India,Microsoft,Data Scientist,Junior,35296,88,No,6,40
2019,Canada,Microsoft,Mobile Developer,Mid,100819,54,Yes,5,42
2011,UK,IBM,Data Scientist,Mid,78133,51,No,10,51
2013,India,Google,Data Scientist,Mid,21986,54,No,6,43
2017,India,Infosys,Frontend Developer,Junior,33680,60,Yes,5,42
2011,India,Accenture,Frontend Developer,Mid,17024,76,No,9,55
2013,Australia,Accenture,Frontend Developer,Senior,98763,81,Yes,10,38
2013,Germany,Infosys,Mobile Developer,Junior,85559,82,No,7,44
2011,UK,Google,Backend Developer,Junior,86067,78,No,9,48
2013,Australia,Accenture,Mobile Developer,Senior,91781,50,Yes,7,53
2017,USA,TCS,Backend Developer,Senior,131951,76,No,9,39
2013,India,IBM,Full Stack Developer,Junior,19437,81,No,6,47
2013,Canada,Amazon,Backend Developer,Junior,78160,79,No,8,35
2013,UK,Infosys,Full Stack Developer,Junior,81420,75,No,7,47
2019,Australia,Google,Frontend Developer,Senior,106605,55,Yes,5,49
2019,Germany,Microsoft,Full Stack Developer,Senior,102236,88,No,6,40
2013,Australia,Amazon,Mobile Developer,Mid,93575,61,No,9,53
2017,India,TCS,Backend Developer,Senior,38616,93,Yes,8,40
2015,Canada,Amazon,Data Scientist,Junior,89178,55,No,5,39
2013,India,TCS,Full Stack Developer,Mid,24719,88,No,5,40
2013,Australia,IBM,Mobile Developer,Senior,71262,65,Yes,6,49
2017,Germany,Microsoft,Data Scientist,Senior,77763,82,Yes,5,48
2011,Australia,Netflix,Backend Developer,Junior,92086,76,Yes,8,45
2011,Canada,Wipro,Mobile Developer,Senior,69755,82,Yes,7,36
2015,Canada,Infosys,Backend Developer,Senior,95487,66,Yes,7,39
2013,Germany,Meta,Full Stack Developer,Senior,94983,70,No,7,38
2015,Australia,Meta,Mobile Developer,Junior,101528,63,No,9,52
2017,USA,IBM,Frontend Developer,Junior,137253,85,No,5,54
2019,India,Wipro,Data Scientist,Mid,35209,81,Yes,8,42
2011,Canada,Microsoft,Frontend Developer,Senior,66327,63,No,5,38
