Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Covid_Phase,Layoff_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2021,UK,Wipro,Frontend Developer,Junior,121426,100,Recovery,Medium,69,9,51
2020,UK,Netflix,Frontend Developer,Junior,62029,38,Lockdown,Medium,81,6,48
2019,USA,IBM,Data Scientist,Mid,98198,90,Pre-Covid,Low,35,8,53
2020,USA,Infosys,Mobile Developer,Junior,101334,78,Lockdown,High,72,6,46
2020,UK,Google,Frontend Developer,Junior,67624,61,Lockdown,Medium,86,7,42
2021,Australia,Meta,Data Scientist,Senior,115723,89,Recovery,Medium,62,9,35
2021,India,Netflix,Backend Developer,Senior,26574,89,Recovery,Medium,81,9,37
2021,India,Meta,Backend Developer,Senior,21883,100,Recovery,Low,74,5,50
2020,UK,Netflix,Mobile Developer,Mid,46450,33,Lockdown,Medium,91,7,36
2021,USA,IBM,Mobile Developer,Senior,160794,100,Recovery,Low,81,7,54
2020,India,Meta,Mobile Developer,Mid,9747,64,Lockdown,High,92,10,38
2019,Canada,Meta,Frontend Developer,Junior,84750,87,Pre-Covid,Low,32,8,54
2019,Germany,Accenture,Backend Developer,Junior,80955,91,Pre-Covid,Low,10,6,48
2019,UK,Accenture,Mobile Developer,Junior,62538,75,Pre-Covid,Low,24,9,53
2019,Australia,IBM,Full Stack Developer,Junior,91800,61,Pre-Covid,Low,25,5,36
2021,Canada,Google,Frontend Developer,Mid,113545,100,Recovery,Low,86,8,45
2020,India,IBM,Data Scientist,Mid,22693,70,Lockdown,Medium,81,6,53
2020,UK,Accenture,Data Scientist,Junior,54003,70,Lockdown,Medium,82,6,45
2021,Canada,Wipro,Full Stack Developer,Junior,78964,90,Recovery,Medium,73,6,55
2020,Germany,Meta,Data Scientist,Junior,93422,45,Lockdown,High,73,10,45
2019,Canada,Microsoft,Backend Developer,Junior,81167,72,Pre-Covid,Low,21,10,50
2021,USA,Wipro,Frontend Developer,Senior,154872,92,Recovery,Low,63,5,50
2020,India,Netflix,Data Scientist,Junior,21395,45,Lockdown,Medium,84,10,42
2021,India,Netflix,Mobile Developer,Senior,18809,100,Recovery,Medium,67,9,53
2019,Germany,TCS,Full Stack Developer,Junior,90519,67,Pre-Covid,Low,35,10,54
2019,Canada,Meta,Full Stack Developer,Mid,85418,66,Pre-Covid,Low,19,6,48
2021,Germany,Google,Mobile Developer,Junior,80499,85,Recovery,Low,72,6,47
2020,Canada,Wipro,Full Stack Developer,Mid,53129,30,Lockdown,High,86,9,40
2021,India,Meta,Data Scientist,Mid,26473,89,Recovery,Low,71,9,50
2021,UK,Infosys,Mobile Developer,Junior,85117,100,Recovery,Low,66,5,45
2019,India,IBM,Full Stack Developer,Senior,14374,61,Pre-Covid,Low,22,7,49
2021,Australia,TCS,Backend Developer,Mid,87443,100,Recovery,Low,68,9,38
2021,Germany,Amazon,Backend Developer,Junior,86655,93,Recovery,Medium,63,8,51
2020,Australia,Meta,Full Stack Developer,Junior,68959,71,Lockdown,Medium,82,7,41
2019,UK,IBM,Data Scientist,Junior,57866,94,Pre-Covid,Low,34,10,35
2020,USA,Microsoft,Full Stack Developer,Junior,102069,44,Lockdown,High,90,6,36
2019,USA,Meta,Frontend Developer,Mid,122761,80,Pre-Covid,Low,26,7,41
2020,Australia,Infosys,Data Scientist,Mid,82387,58,Lockdown,Medium,88,8,55
2021,Germany,Netflix,Frontend Developer,Senior,83350,84,Recovery,Low,72,5,49
2021,Canada,Netflix,Full Stack Developer,Mid,92644,98,Recovery,Medium,62,9,42
2019,Australia,Wipro,Data Scientist,Senior,79628,80,Pre-Covid,Low,27,9,44
2020,Canada,Netflix,Mobile Developer,Junior,55695,43,Lockdown,High,90,5,53
2021,Australia,Amazon,Frontend Developer,Mid,110472,100,Recovery,Low,75,5,55
2021,UK,Netflix,Mobile Developer,Senior,81415,81,Recovery,Low,69,7,50
2020,Canada,Google,Data Scientist,Junior,75899,52,Lockdown,Medium,92,7,49
2020,UK,Amazon,Frontend Developer,Junior,73256,57,Lockdown,Medium,78,5,36
2021,Germany,TCS,Full Stack Developer,Mid,85421,94,Recovery,Low,69,8,43
2020,Germany,Amazon,Mobile Developer,Senior,74968,50,Lockdown,High,75,8,47
2020,Australia,Accenture,Full Stack Developer,Senior,56641,51,Lockdown,Medium,77,6,45
2020,Germany,Wipro,Frontend Developer,Senior,72257,65,Lockdown,High,92,6,42
2021,USA,Meta,Full Stack Developer,Junior,112449,100,Recovery,Medium,70,6,50
2021,Germany,Microsoft,Frontend Developer,Junior,82330,76,Recovery,Low,76,5,48
2019,USA,Microsoft,Frontend Developer,Mid,84011,62,Pre-Covid,Low,13,7,55
2019,India,Wipro,Frontend Developer,Senior,23952,84,Pre-Covid,Low,20,6,47
2021,Canada,Wipro,Backend Developer,Senior,94180,87,Recovery,Low,75,10,39
2021,USA,Netflix,Data Scientist,Mid,100782,98,Recovery,Medium,85,9,50
2020,Germany,Google,Backend Developer,Mid,82254,61,Lockdown,Medium,80,7,47
2019,UK,Accenture,Data Scientist,Senior,67078,79,Pre-Covid,Low,29,7,39
2021,USA,Google,Full Stack Developer,Senior,104637,100,Recovery,Low,70,6,44
2021,USA,Meta,Full Stack Developer,Senior,128026,98,Recovery,Medium,60,7,53
2019,Germany,Google,Data Scientist,Senior,82126,67,Pre-Covid,Low,35,8,55
2020,Australia,Wipro,Backend Developer,Junior,81284,70,Lockdown,High,74,9,42
2019,Canada,Netflix,Backend Developer,Junior,98195,75,Pre-Covid,Low,17,8,49
2019,Australia,Microsoft,Backend Developer,Mid,101857,65,Pre-Covid,Low,11,5,36
2019,USA,IBM,Mobile Developer,Junior,112081,86,Pre-Covid,Low,28,10,43
2020,Germany,Amazon,Data Scientist,Junior,61369,51,Lockdown,High,80,5,41
2021,Canada,Meta,Frontend Developer,Junior,86715,100,Recovery,Low,84,5,46
2020,Australia,IBM,Data Scientist,Mid,79930,46,Lockdown,Medium,78,10,50
2019,Australia,Amazon,Mobile Developer,Senior,99606,72,Pre-Covid,Low,16,5,40
2021,USA,Netflix,Frontend Developer,Junior,165371,100,Recovery,Medium,81,5,55
2020,USA,Meta,Full Stack Developer,Junior,83411,31,Lockdown,High,77,8,54
2020,Germany,TCS,Frontend Developer,Senior,54674,58,Lockdown,Medium,92,9,47
2021,USA,Netflix,Backend Developer,Junior,114605,100,Recovery,Medium,88,9,35
2020,USA,TCS,Full Stack Developer,Junior,96528,69,Lockdown,Medium,93,5,50
2021,Australia,Accenture,Backend Developer,Senior,102196,74,Recovery,Medium,61,9,55
2020,UK,Infosys,Mobile Developer,Mid,41645,31,Lockdown,Medium,78,7,45
2019,Germany,Meta,Backend Developer,Junior,82484,79,Pre-Covid,Low,13,10,43
2021,Germany,Wipro,Mobile Developer,Senior,124728,80,Recovery,Medium,67,10,45
2020,Canada,IBM,Frontend Developer,Senior,69272,54,Lockdown,High,80,9,43
2020,UK,Netflix,Full Stack Developer,Junior,76157,56,Lockdown,High,90,8,47
2020,USA,TCS,Mobile Developer,Senior,75725,41,Lockdown,Medium,81,5,51
2021,USA,Meta,Backend Developer,Junior,91692,89,Recovery,Low,79,8,47
2019,Australia,Netflix,Frontend Developer,Senior,77680,65,Pre-Covid,Low,25,5,53
2021,India,Google,Frontend Developer,Junior,31300,100,Recovery,Low,80,9,46
2019,Canada,Meta,Mobile Developer,Junior,82940,73,Pre-Covid,Low,23,7,50
2019,USA,Amazon,Data Scientist,Mid,99643,79,Pre-Covid,Low,13,6,48
2019,India,Infosys,Backend Developer,Mid,10122,71,Pre-Covid,Low,12,8,47
2021,Canada,Netflix,Backend Developer,Junior,80403,95,Recovery,Medium,61,6,36
2021,UK,Amazon,Full Stack Developer,Senior,76128,79,Recovery,Low,83,7,49
2021,Australia,Infosys,Backend Developer,Mid,118069,85,Recovery,Low,77,5,44
2021,Australia,Amazon,Frontend Developer,Junior,128800,100,Recovery,Medium,67,8,50
2020,Canada,Netflix,Full Stack Developer,Senior,86265,46,Lockdown,Medium,86,7,37
2020,Germany,TCS,Full Stack Developer,Mid,71952,57,Lockdown,High,88,8,55
2019,USA,Amazon,Backend Developer,Senior,101850,89,Pre-Covid,Low,31,8,36
2021,Canada,Microsoft,Backend Developer,Junior,83819,100,Recovery,Medium,64,8,38
2019,Germany,Meta,Full Stack Developer,Mid,107074,81,Pre-Covid,Low,20,5,36
2020,UK,Microsoft,Backend Developer,Mid,82781,67,Lockdown,Medium,90,10,53
2021,USA,Wipro,Data Scientist,Junior,124150,80,Recovery,Medium,74,9,47
2021,Canada,Wipro,Data Scientist,Mid,96860,76,Recovery,Low,88,8,55
2020,UK,Amazon,Full Stack Developer,Junior,62399,35,Lockdown,Medium,77,8,53
2020,USA,Wipro,Data Scientist,Senior,121195,59,Lockdown,High,82,10,53
2019,India,Netflix,Backend Developer,Junior,14048,67,Pre-Covid,Low,21,7,45
2019,UK,Infosys,Data Scientist,Senior,61908,63,Pre-Covid,Low,32,8,42
2020,Canada,Meta,Full Stack Developer,Mid,52334,66,Lockdown,Medium,86,9,52
2021,Canada,Microsoft,Mobile Developer,Senior,90067,94,Recovery,Low,77,7,36
2019,USA,Wipro,Frontend Developer,Senior,102289,65,Pre-Covid,Low,30,5,45
2020,Australia,TCS,Mobile Developer,Mid,92973,51,Lockdown,Medium,83,8,43
2019,Germany,Microsoft,Backend Developer,Senior,71977,79,Pre-Covid,Low,33,8,47
2020,Australia,IBM,Backend Developer,Mid,86920,48,Lockdown,High,81,8,40
2019,Germany,Infosys,Frontend Developer,Junior,86129,87,Pre-Covid,Low,11,7,39
2020,Australia,IBM,Full Stack Developer,Junior,65971,54,Lockdown,Medium,91,7,44
2021,Canada,Netflix,Full Stack Developer,Junior,96959,100,Recovery,Low,69,8,51
2019,Canada,TCS,Data Scientist,Mid,68731,84,Pre-Covid,Low,16,6,41
2021,Australia,Google,Data Scientist,Senior,102818,97,Recovery,Low,87,8,54
2021,Germany,Microsoft,Frontend Developer,Junior,128827,100,Recovery,Low,66,8,41
2019,Australia,Accenture,Mobile Developer,Junior,72443,62,Pre-Covid,Low,12,8,54
2020,Australia,Amazon,Full Stack Developer,Junior,57837,64,Lockdown,High,74,7,52
2020,India,TCS,Mobile Developer,Mid,19431,61,Lockdown,Medium,95,7,54
2021,Germany,TCS,Mobile Developer,Senior,119781,82,Recovery,Low,71,10,42
2019,Australia,TCS,Backend Developer,Junior,104795,75,Pre-Covid,Low,29,10,53
2020,USA,Google,Data Scientist,Senior,101015,47,Lockdown,Medium,88,6,46
2021,Canada,Microsoft,Frontend Developer,Mid,117158,100,Recovery,Low,83,9,50
2020,USA,Amazon,Backend Developer,Mid,95325,42,Lockdown,Medium,89,6,48
2020,Australia,TCS,Data Scientist,Senior,79074,50,Lockdown,High,83,5,51
2020,India,Google,Backend Developer,Senior,11392,56,Lockdown,Medium,73,10,55
2020,USA,TCS,Mobile Developer,Mid,79809,66,Lockdown,Medium,93,10,55
2020,India,Accenture,Full Stack Developer,Senior,13761,66,Lockdown,High,82,10,52
2021,USA,TCS,Full Stack Developer,Senior,144225,100,Recovery,Medium,87,5,52
2019,USA,Amazon,Data Scientist,Mid,117996,71,Pre-Covid,Low,15,10,51
2020,USA,Amazon,Full Stack Developer,Senior,102365,52,Lockdown,High,75,8,42
2019,Australia,Infosys,Backend Developer,Senior,79512,73,Pre-Covid,Low,24,8,48
2021,Germany,Meta,Full Stack Developer,Junior,93699,85,Recovery,Low,61,8,47
2020,Germany,Microsoft,Backend Developer,Mid,52491,49,Lockdown,High,77,8,39
2021,Canada,Netflix,Full Stack Developer,Senior,104528,96,Recovery,Low,64,8,51
2021,UK,Meta,Mobile Developer,Junior,97984,84,Recovery,Medium,66,8,44
2021,UK,Wipro,Data Scientist,Mid,104820,100,Recovery,Medium,74,6,51
2020,Germany,TCS,Backend Developer,Junior,71134,47,Lockdown,Medium,71,8,53
2020,USA,IBM,Full Stack Developer,Senior,74361,44,Lockdown,High,79,6,39
2021,Germany,Amazon,Data Scientist,Junior,103735,79,Recovery,Low,81,7,39
2019,USA,IBM,Frontend Developer,Junior,88250,71,Pre-Covid,Low,21,8,38
2020,USA,IBM,Full Stack Developer,Junior,79975,54,Lockdown,Medium,94,10,50
2020,Germany,Netflix,Full Stack Developer,Senior,76857,48,Lockdown,Medium,76,7,43
2020,Germany,Microsoft,Frontend Developer,Mid,53333,53,Lockdown,High,94,6,39
2021,India,IBM,Mobile Developer,Mid,12989,100,Recovery,Low,71,8,50
2021,India,Infosys,Full Stack Developer,Mid,31485,86,Recovery,Medium,88,7,44
2021,India,Google,Mobile Developer,Junior,27084,93,Recovery,Medium,75,6,36
2020,Australia,Meta,Full Stack Developer,Mid,65792,79,Lockdown,High,88,7,54
2021,Germany,Google,Backend Developer,Senior,136666,100,Recovery,Medium,80,6,43
2020,Canada,IBM,Data Scientist,Mid,72074,64,Lockdown,High,78,6,55
2020,USA,IBM,Full Stack Developer,Mid,107003,56,Lockdown,Medium,95,5,51
2020,USA,Google,Mobile Developer,Junior,94673,71,Lockdown,High,73,9,37
2021,USA,Microsoft,Frontend Developer,Senior,132397,100,Recovery,Low,72,7,49
2021,Germany,Wipro,Full Stack Developer,Senior,110918,89,Recovery,Low,71,8,45
2020,India,Accenture,Frontend Developer,Senior,20918,78,Lockdown,High,70,8,36
2020,India,Meta,Full Stack Developer,Junior,22669,52,Lockdown,High,82,8,47
2021,Canada,Infosys,Full Stack Developer,Mid,117031,76,Recovery,Medium,88,7,53
2019,India,Microsoft,Data Scientist,Mid,23403,94,Pre-Covid,Low,22,7,43
2019,Canada,Infosys,Mobile Developer,Mid,71056,88,Pre-Covid,Low,23,8,52
2019,UK,TCS,Frontend Developer,Mid,70539,72,Pre-Covid,Low,28,5,46
2021,UK,Netflix,Backend Developer,Junior,68290,97,Recovery,Medium,72,8,46
2020,Canada,Microsoft,Frontend Developer,Junior,67266,56,Lockdown,Medium,76,7,39
2021,UK,Infosys,Full Stack Developer,Junior,98337,74,Recovery,Low,80,5,38
2021,Australia,Accenture,Full Stack Developer,Junior,103085,100,Recovery,Medium,74,6,41
2020,India,Accenture,Backend Developer,Junior,12951,44,Lockdown,Medium,82,7,47
2019,Germany,Accenture,Mobile Developer,Junior,96213,83,Pre-Covid,Low,10,7,42
2019,UK,Netflix,Data Scientist,Mid,75114,88,Pre-Covid,Low,26,5,40
2020,Germany,Infosys,Full Stack Developer,Junior,62391,74,Lockdown,Medium,89,9,39
2021,Germany,Meta,Full Stack Developer,Mid,116398,78,Recovery,Medium,87,9,38
2019,Australia,Meta,Backend Developer,Junior,73717,89,Pre-Covid,Low,30,6,36
2021,Germany,Meta,Full Stack Developer,Junior,82283,85,Recovery,Low,65,9,55
2019,Germany,IBM,Frontend Developer,Senior,102656,80,Pre-Covid,Low,18,9,46
2019,USA,IBM,Full Stack Developer,Mid,115774,89,Pre-Covid,Low,27,7,47
2019,Australia,IBM,Backend Developer,Junior,103729,71,Pre-Covid,Low,20,9,43
2019,India,Accenture,Data Scientist,Mid,25665,73,Pre-Covid,Low,13,8,46
2020,Germany,Meta,Frontend Developer,Junior,71696,52,Lockdown,High,80,6,35
2021,Canada,Wipro,Full Stack Developer,Junior,101074,100,Recovery,Low,77,5,49
2020,UK,Accenture,Frontend Developer,Senior,62163,43,Lockdown,Medium,93,8,41
2021,Germany,Google,Mobile Developer,Mid,104209,99,Recovery,Low,76,7,44
2020,Germany,Infosys,Data Scientist,Mid,77501,55,Lockdown,High,80,6,35
2019,Canada,Infosys,Full Stack Developer,Senior,99751,65,Pre-Covid,Low,12,7,40
2020,India,Infosys,Mobile Developer,Mid,8286,51,Lockdown,Medium,83,8,42
2020,Australia,TCS,Data Scientist,Mid,66217,45,Lockdown,High,74,10,49
2019,USA,Amazon,Mobile Developer,Mid,139332,70,Pre-Covid,Low,25,7,42
2021,Australia,Meta,Frontend Developer,Senior,85319,95,Recovery,Low,79,5,52
2019,Australia,Netflix,Data Scientist,Senior,100983,84,Pre-Covid,Low,10,8,41
2020,Canada,Microsoft,Full Stack Developer,Mid,59550,60,Lockdown,Medium,86,7,42
2019,Australia,Infosys,Frontend Developer,Junior,99106,60,Pre-Covid,Low,20,9,37
2021,UK,TCS,Data Scientist,Junior,69689,79,Recovery,Medium,70,9,44
2020,USA,Microsoft,Frontend Developer,Junior,72641,53,Lockdown,High,89,7,39
2020,Australia,Meta,Full Stack Developer,Mid,93230,61,Lockdown,Medium,91,7,49
2019,UK,Microsoft,Backend Developer,Mid,84588,92,Pre-Covid,Low,10,5,42
2020,Germany,Google,Mobile Developer,Junior,60956,41,Lockdown,Medium,92,9,53
2021,UK,Wipro,Data Scientist,Junior,80302,91,Recovery,Medium,86,8,41
2019,UK,Meta,Full Stack Developer,Mid,59159,90,Pre-Covid,Low,26,6,40
2021,Canada,Microsoft,Frontend Developer,Senior,86016,89,Recovery,Medium,85,5,40
2021,Germany,Google,Frontend Developer,Junior,106315,98,Recovery,Low,64,9,35
2020,Canada,IBM,Backend Developer,Junior,60125,58,Lockdown,Medium,93,8,38
2019,Canada,Wipro,Mobile Developer,Senior,73551,73,Pre-Covid,Low,23,10,54
2020,UK,Meta,Mobile Developer,Mid,84967,44,Lockdown,Medium,73,5,43
2020,USA,Infosys,Data Scientist,Junior,78524,59,Lockdown,Medium,90,10,39
2019,India,Infosys,Mobile Developer,Senior,18059,86,Pre-Covid,Low,16,7,52
2021,Australia,IBM,Mobile Developer,Junior,124734,84,Recovery,Low,81,7,39
2020,USA,Wipro,Mobile Developer,Senior,64135,45,Lockdown,Medium,85,5,39
2019,Canada,Google,Data Scientist,Senior,68738,90,Pre-Covid,Low,15,6,52
2020,Canada,IBM,Data Scientist,Mid,62482,52,Lockdown,High,82,5,38
2020,Canada,Amazon,Frontend Developer,Mid,57376,52,Lockdown,Medium,81,5,52
2021,India,Accenture,Full Stack Developer,Mid,21280,71,Recovery,Low,67,6,50
2021,India,Microsoft,Mobile Developer,Junior,31122,100,Recovery,Low,80,5,42
2021,Australia,Infosys,Full Stack Developer,Senior,107101,91,Recovery,Medium,75,7,47
2021,Germany,Accenture,Frontend Developer,Senior,98720,100,Recovery,Medium,89,8,45
2019,Germany,Google,Frontend Developer,Mid,90985,88,Pre-Covid,Low,18,10,47
2020,USA,IBM,Data Scientist,Mid,87713,47,Lockdown,High,70,8,45
2021,USA,Infosys,Backend Developer,Senior,146768,95,Recovery,Medium,66,8,39
2019,Germany,Netflix,Full Stack Developer,Senior,93903,74,Pre-Covid,Low,20,10,38
2020,Germany,Meta,Full Stack Developer,Mid,61546,53,Lockdown,High,92,6,42
2020,India,TCS,Frontend Developer,Junior,15730,53,Lockdown,High,76,5,53
2020,Australia,IBM,Mobile Developer,Junior,66475,73,Lockdown,High,90,7,36
2019,UK,Netflix,Frontend Developer,Junior,61691,71,Pre-Covid,Low,28,9,40
2019,Canada,Amazon,Mobile Developer,Mid,94939,86,Pre-Covid,Low,22,9,39
2019,UK,Google,Data Scientist,Mid,83260,78,Pre-Covid,Low,20,7,43
2019,India,Google,Mobile Developer,Mid,20367,86,Pre-Covid,Low,24,5,45
2021,Germany,Amazon,Data Scientist,Senior,97582,93,Recovery,Low,62,9,55
2019,UK,Microsoft,Backend Developer,Junior,78283,67,Pre-Covid,Low,18,9,47
2019,USA,TCS,Mobile Developer,Mid,101953,69,Pre-Covid,Low,31,10,39
2019,Australia,IBM,Full Stack Developer,Junior,107299,74,Pre-Covid,Low,17,7,47
2020,India,Google,Backend Developer,Junior,21860,55,Lockdown,Medium,77,5,46
2019,India,Netflix,Backend Developer,Senior,23214,66,Pre-Covid,Low,35,9,48
2020,Germany,Accenture,Backend Developer,Senior,69130,50,Lockdown,Medium,70,9,53
2020,Germany,Google,Frontend Developer,Mid,66492,44,Lockdown,Medium,71,6,54
2020,India,IBM,Frontend Developer,Junior,13020,39,Lockdown,Medium,82,10,54
2019,Germany,Accenture,Mobile Developer,Mid,104744,67,Pre-Covid,Low,15,5,52
2020,Australia,Netflix,Backend Developer,Senior,83733,46,Lockdown,Medium,91,8,53
2020,Germany,Google,Mobile Developer,Mid,72829,58,Lockdown,High,77,6,53
2019,Australia,Wipro,Frontend Developer,Junior,102828,89,Pre-Covid,Low,22,5,42
2019,UK,Infosys,Data Scientist,Junior,79720,94,Pre-Covid,Low,27,8,54
2021,UK,IBM,Mobile Developer,Senior,100410,100,Recovery,Low,78,9,42
2020,USA,Infosys,Mobile Developer,Senior,110705,41,Lockdown,Medium,71,10,52
2019,Germany,IBM,Frontend Developer,Junior,77672,74,Pre-Covid,Low,14,9,41
2019,USA,Meta,Frontend Developer,Junior,101737,94,Pre-Covid,Low,26,5,39
2021,India,Netflix,Backend Developer,Senior,19953,84,Recovery,Medium,60,8,45
2020,India,Google,Mobile Developer,Senior,20326,51,Lockdown,High,72,9,49
2021,Australia,Amazon,Frontend Developer,Junior,118211,99,Recovery,Low,69,7,36
2019,Canada,Meta,Data Scientist,Senior,92884,72,Pre-Covid,Low,26,5,55
2019,Germany,Wipro,Frontend Developer,Junior,87702,86,Pre-Covid,Low,26,6,53
2021,Australia,IBM,Full Stack Developer,Junior,107785,100,Recovery,Low,79,10,44
2020,UK,Netflix,Mobile Developer,Mid,51610,55,Lockdown,Medium,74,6,36
2021,Germany,Infosys,Frontend Developer,Junior,91703,81,Recovery,Medium,68,6,39
2021,USA,Infosys,Mobile Developer,Senior,120451,97,Recovery,Low,62,9,38
2021,USA,TCS,Backend Developer,Senior,132635,100,Recovery,Low,88,5,54
2019,Germany,Accenture,Full Stack Developer,Junior,90726,69,Pre-Covid,Low,14,8,40
2019,USA,Netflix,Frontend Developer,Junior,87023,84,Pre-Covid,Low,13,9,49
2021,India,Accenture,Data Scientist,Junior,16659,100,Recovery,Low,62,6,48
2021,Germany,Wipro,Frontend Developer,Junior,121801,77,Recovery,Medium,88,5,54
2021,USA,Infosys,Full Stack Developer,Mid,158799,100,Recovery,Low,90,8,54
2020,Germany,TCS,Frontend Developer,Mid,89161,52,Lockdown,High,79,8,47
2021,India,Google,Mobile Developer,Junior,15574,70,Recovery,Low,85,5,46
2020,Canada,Google,Backend Developer,Junior,85070,48,Lockdown,High,92,5,37
2020,Australia,Microsoft,Mobile Developer,Junior,62789,57,Lockdown,High,76,8,46
2019,Germany,Microsoft,Data Scientist,Senior,88209,71,Pre-Covid,Low,12,7,47
2021,USA,Amazon,Backend Developer,Mid,154196,93,Recovery,Low,78,8,52
2020,Australia,Microsoft,Backend Developer,Senior,70081,55,Lockdown,High,91,8,47
2019,UK,Google,Backend Developer,Senior,60027,83,Pre-Covid,Low,12,5,48
2019,India,Accenture,Data Scientist,Senior,29850,90,Pre-Covid,Low,32,7,52
2019,Germany,TCS,Data Scientist,Junior,104700,87,Pre-Covid,Low,18,8,45
2021,Canada,IBM,Data Scientist,Senior,91301,80,Recovery,Medium,77,5,43
2020,Germany,IBM,Frontend Developer,Junior,88878,37,Lockdown,High,90,9,49
2019,Australia,Microsoft,Backend Developer,Mid,77476,65,Pre-Covid,Low,13,9,39
2019,Australia,Google,Frontend Developer,Junior,99835,82,Pre-Covid,Low,17,8,52
2021,India,Infosys,Frontend Developer,Mid,28486,73,Recovery,Low,73,8,44
2021,Australia,TCS,Data Scientist,Junior,105669,98,Recovery,Low,80,10,35
2021,UK,Netflix,Full Stack Developer,Junior,106902,99,Recovery,Medium,63,7,45
2020,Australia,Netflix,Mobile Developer,Mid,68763,73,Lockdown,High,81,5,45
2019,India,Netflix,Mobile Developer,Junior,29940,79,Pre-Covid,Low,15,8,55
2020,India,Netflix,Data Scientist,Senior,9298,50,Lockdown,Medium,80,7,51
2021,UK,TCS,Backend Developer,Senior,75285,88,Recovery,Medium,75,9,52
2021,UK,Meta,Frontend Developer,Mid,102010,96,Recovery,Low,70,8,42
2019,Australia,TCS,Full Stack Developer,Junior,82483,76,Pre-Covid,Low,14,5,39
2019,UK,Meta,Frontend Developer,Junior,79642,76,Pre-Covid,Low,20,6,35
2020,UK,Microsoft,Data Scientist,Mid,54040,54,Lockdown,High,73,7,44
2021,Canada,TCS,Frontend Developer,Mid,78332,75,Recovery,Low,89,9,48
2021,Germany,IBM,Full Stack Developer,Junior,72369,100,Recovery,Medium,78,7,41
2020,Canada,Microsoft,Backend Developer,Mid,52933,44,Lockdown,High,91,7,43
2021,Canada,Microsoft,Data Scientist,Senior,101349,100,Recovery,Medium,65,7,44
2020,Canada,Microsoft,Backend Developer,Senior,57988,63,Lockdown,Medium,91,6,45
2020,Germany,Google,Frontend Developer,Junior,65189,30,Lockdown,High,83,6,41
2021,UK,Infosys,Data Scientist,Mid,101095,90,Recovery,Medium,86,9,37
